"Year","Country","Total","Solid.Fuel","Liquid.Fuel","Gas.Fuel","Cement","Gas.Flaring","Per.Capita","Pop","PercentElectrified","HDEvIndx","LifeTime","PopExposed","RuralPercent","UrbanPercent"
1987,"BAHRAIN",3117,NA,665,2453,NA,NA,6.99,445922.746781116,NA,NA,71.736,NA,12.443,87.557
1988,"BAHRAIN",3317,NA,676,2619,21,NA,7.18,461977.715877437,NA,NA,71.962,NA,12.246,87.754
1989,"BAHRAIN",3201,NA,450,2730,21,NA,6.7,477761.194029851,NA,NA,72.178,NA,12.051,87.949
1990,"BAHRAIN",3389,NA,516,2853,20,NA,6.88,492587.209302326,NA,0.746,72.39,100,11.86,88.14
1991,"BAHRAIN",3239,NA,507,2712,20,NA,6.39,506885.758998435,NA,0.752,72.598,NA,11.671,88.329
1992,"BAHRAIN",2973,NA,230,2712,30,NA,5.72,519755.244755245,NA,0.757,72.803,NA,11.602,88.398
1993,"BAHRAIN",3993,NA,548,3414,31,NA,7.5,532400,NA,0.765,73.006,NA,11.605,88.395
1994,"BAHRAIN",4033,NA,658,3344,31,NA,7.4,545000,NA,0.769,73.209,NA,11.608,88.392
1995,"BAHRAIN",4041,NA,454,3560,27,NA,7.23,558921.161825726,NA,0.775,73.413,100,11.612,88.388
1996,"BAHRAIN",4260,NA,563,3672,26,NA,7.41,574898.785425101,NA,0.778,73.619,NA,11.615,88.385
1997,"BAHRAIN",4723,NA,744,3955,23,NA,7.96,593341.708542714,NA,0.779,73.826,NA,11.618,88.382
1998,"BAHRAIN",5019,NA,819,4169,31,NA,8.21,611327.649208282,NA,0.783,74.033,NA,11.621,88.379
1999,"BAHRAIN",4914,NA,573,4320,21,NA,7.84,626785.714285714,NA,0.786,74.239,NA,11.624,88.376
2000,"BAHRAIN",5084,NA,666,4406,12,NA,7.97,637892.095357591,NA,0.792,74.44,100,11.628,88.372
2001,"BAHRAIN",3798,NA,524,3261,12,NA,5.91,642639.593908629,100,0.792,74.635,NA,11.631,88.369
2002,"BAHRAIN",4281,NA,838,3434,9,NA,6.67,641829.085457271,100,0.791,74.822,NA,11.627,88.373
2003,"BAHRAIN",4491,NA,932,3541,18,NA,6.94,647118.155619596,100,0.793,74.999,NA,11.617,88.383
2004,"BAHRAIN",4775,NA,1038,3683,54,NA,7.11,671589.310829817,100,0.792,75.167,NA,11.601,88.399
2005,"BAHRAIN",5238,NA,1283,3901,54,NA,7.23,724481.32780083,100,0.791,75.326,100,11.578,88.422
2006,"BAHRAIN",5135,NA,838,4243,54,NA,6.33,811216.429699842,100,0.793,75.478,NA,11.548,88.452
2007,"BAHRAIN",7321,NA,1572,5695,54,NA,7.09,1032581.10014104,100,0.796,75.625,NA,11.512,88.488
2008,"BAHRAIN",8118,NA,1789,6269,60,NA,7.27,1116643.74140303,100,0.796,75.77,NA,11.47,88.53
2009,"BAHRAIN",7695,NA,1002,6598,95,NA,6.43,1196734.05909798,100,0.794,75.913,NA,11.421,88.579
2010,"BAHRAIN",7981,NA,1123,6696,163,NA,6.33,1260821.4849921,100,0.796,76.057,100,11.366,88.634
2011,"BAHRAIN",7813,NA,1008,6628,177,NA,5.98,1306521.73913043,100,0.798,76.2,100,11.305,88.695
2012,"BAHRAIN",7274,NA,432,6658,184,NA,5.45,1334678.89908257,100,0.8,76.342,100,11.238,88.762
2013,"BAHRAIN",8539,NA,1211,7145,184,NA,6.33,1348973.14375987,100,0.807,76.484,100,11.165,88.835
2014,"BAHRAIN",8546,NA,604,7738,204,NA,6.28,1360828.02547771,100,0.81,76.624,100,11.085,88.915
1972,"BANGLADESH",957,97,662,195,3,NA,0.01,95700000,NA,NA,46.507,NA,91.779,8.221
1973,"BANGLADESH",1242,126,800,312,4,NA,0.02,62100000,NA,NA,46.773,NA,91.447,8.553
1974,"BANGLADESH",1271,112,769,377,12,NA,0.02,63550000,NA,NA,47.396,NA,90.966,9.034
1975,"BANGLADESH",1328,129,913,263,23,NA,0.02,66400000,NA,NA,48.313,NA,90.164,9.836
1976,"BANGLADESH",1519,122,990,385,21,NA,0.02,75950000,NA,NA,49.402,NA,89.299,10.701
1977,"BANGLADESH",1585,137,975,431,42,NA,0.02,79250000,NA,NA,50.498,NA,88.37,11.63
1978,"BANGLADESH",1641,115,1023,457,46,NA,0.02,82050000,NA,NA,51.473,NA,87.371,12.629
1979,"BANGLADESH",1813,98,1148,523,44,NA,0.02,90650000,NA,NA,52.277,NA,86.299,13.701
1980,"BANGLADESH",2083,122,1311,605,46,NA,0.03,69433333.3333333,NA,NA,52.9,NA,85.149,14.851
1981,"BANGLADESH",2163,127,1323,666,47,NA,0.03,72100000,NA,NA,53.376,NA,84.199,15.801
1982,"BANGLADESH",2345,155,1283,864,44,NA,0.03,78166666.6666667,NA,NA,53.794,NA,83.788,16.212
1983,"BANGLADESH",2246,83,1160,961,42,NA,0.03,74866666.6666667,NA,NA,54.225,NA,83.369,16.631
1984,"BANGLADESH",2488,32,1200,1219,37,NA,0.03,82933333.3333333,NA,NA,54.693,NA,82.94,17.06
1985,"BANGLADESH",2791,51,1320,1388,33,NA,0.03,93033333.3333333,NA,NA,55.21,NA,82.504,17.496
1986,"BANGLADESH",3126,77,1444,1565,40,NA,0.03,104200000,NA,NA,55.772,NA,82.059,17.941
1987,"BANGLADESH",3235,121,1454,1618,42,NA,0.03,107833333.333333,NA,NA,56.359,NA,81.605,18.395
1988,"BANGLADESH",3694,104,1638,1910,42,NA,0.04,92350000,NA,NA,56.958,NA,81.141,18.859
1989,"BANGLADESH",3669,28,1574,2024,43,NA,0.04,91725000,NA,NA,57.571,NA,80.67,19.33
1990,"BANGLADESH",4236,292,1830,2068,46,NA,0.04,105900000,NA,0.387,58.21,100,80.189,19.811
1991,"BANGLADESH",4347,93,1745,2472,37,NA,0.04,108675000,14.29,0.394,58.891,NA,79.743,20.257
1992,"BANGLADESH",4840,88,2093,2622,37,NA,0.04,1.21e+08,12.009,0.402,59.618,NA,79.39,20.61
1993,"BANGLADESH",4747,33,1841,2836,37,NA,0.04,118675000,14.57,0.409,60.388,NA,79.034,20.966
1994,"BANGLADESH",5173,27,1977,3131,38,NA,0.04,129325000,17.8,0.417,61.19,NA,78.672,21.328
1995,"BANGLADESH",6222,333,2296,3556,38,NA,0.05,124440000,19.698,0.425,62.002,100,78.307,21.693
1996,"BANGLADESH",6553,185,2596,3684,88,NA,0.05,131060000,22.268,0.433,62.798,NA,77.936,22.064
1997,"BANGLADESH",6835,335,2743,3620,138,NA,0.06,113916666.666667,22.4,0.442,63.553,NA,77.562,22.438
1998,"BANGLADESH",6558,96,2383,3909,169,NA,0.05,131160000,27.42,0.451,64.25,NA,77.182,22.818
1999,"BANGLADESH",6882,48,2288,4262,284,NA,0.05,137640000,29.998,0.46,64.881,NA,76.798,23.202
2000,"BANGLADESH",7600,342,2164,4607,487,NA,0.06,126666666.666667,32,0.468,65.447,100,76.41,23.59
2001,"BANGLADESH",8851,363,2648,5159,681,NA,0.07,126442857.142857,35.138,0.477,65.956,NA,75.904,24.096
2002,"BANGLADESH",9192,363,2722,5428,680,NA,0.07,131314285.714286,37.688,0.483,66.43,NA,75.244,24.756
2003,"BANGLADESH",9728,373,2837,5838,680,NA,0.07,138971428.571429,40.22,0.49,66.886,NA,74.571,25.429
2004,"BANGLADESH",10282,396,2904,6302,680,NA,0.07,146885714.285714,40.6,0.497,67.331,NA,73.886,26.114
2005,"BANGLADESH",10766,438,2887,6748,694,NA,0.08,134575000,44.23,0.505,67.773,100,73.191,26.809
2006,"BANGLADESH",11874,494,2974,7712,694,NA,0.08,148425000,50.525,0.513,68.213,NA,72.483,27.517
2007,"BANGLADESH",12103,603,2734,8073,694,NA,0.08,151287500,46.5,0.52,68.648,NA,71.763,28.237
2008,"BANGLADESH",13502,674,2673,8795,1360,NA,0.09,150022222.222222,52.614,0.523,69.072,NA,71.032,28.968
2009,"BANGLADESH",14654,823,2526,9673,1632,NA,0.1,146540000,55.115,0.535,69.485,NA,70.291,29.709
2010,"BANGLADESH",16345,839,2881,10753,1873,NA,0.11,148590909.090909,55.26,0.545,69.881,100,69.538,30.462
2011,"BANGLADESH",17293,774,3706,10815,1998,NA,0.11,157209090.909091,59.6,0.557,70.256,100,68.775,31.225
2012,"BANGLADESH",18409,934,4015,11385,2074,NA,0.12,153408333.333333,62.875,0.567,70.606,100,68.007,31.993
2013,"BANGLADESH",19010,1023,3866,11839,2282,NA,0.12,158416666.666667,61.5,0.575,70.93,100,67.238,32.762
2014,"BANGLADESH",19959,957,4154,12536,2312,NA,0.13,153530769.230769,62.4,0.583,71.231,100,66.465,33.535
1928,"BARBADOS",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,"BARBADOS",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,"BARBADOS",2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,"BARBADOS",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,"BARBADOS",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,"BARBADOS",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,"BARBADOS",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,"BARBADOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,"BARBADOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,"BARBADOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,"BARBADOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,"BARBADOS",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,"BARBADOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,"BARBADOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,"BARBADOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,"BARBADOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,"BARBADOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,"BARBADOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,"BARBADOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,"BARBADOS",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,"BARBADOS",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"BARBADOS",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"BARBADOS",20,1,18,1,NA,NA,0.1,2e+05,NA,NA,NA,NA,NA,NA
1951,"BARBADOS",30,1,27,2,NA,NA,0.14,214285.714285714,NA,NA,NA,NA,NA,NA
1952,"BARBADOS",24,1,21,2,NA,NA,0.11,218181.818181818,NA,NA,NA,NA,NA,NA
1953,"BARBADOS",30,1,27,2,NA,NA,0.13,230769.230769231,NA,NA,NA,NA,NA,NA
1954,"BARBADOS",31,1,28,2,NA,NA,0.14,221428.571428571,NA,NA,NA,NA,NA,NA
1955,"BARBADOS",35,1,32,2,NA,NA,0.15,233333.333333333,NA,NA,NA,NA,NA,NA
1956,"BARBADOS",35,1,32,2,NA,NA,0.15,233333.333333333,NA,NA,NA,NA,NA,NA
1957,"BARBADOS",37,1,35,2,NA,NA,0.16,231250,NA,NA,NA,NA,NA,NA
1958,"BARBADOS",41,1,39,2,NA,NA,0.18,227777.777777778,NA,NA,NA,NA,NA,NA
1959,"BARBADOS",41,1,39,2,NA,NA,0.18,227777.777777778,NA,NA,NA,NA,NA,NA
1960,"BARBADOS",47,1,45,1,NA,NA,0.2,235000,NA,NA,64.472,NA,63.223,36.777
1961,"BARBADOS",53,1,51,2,NA,NA,0.23,230434.782608696,NA,NA,65.198,NA,63.151,36.849
1962,"BARBADOS",71,1,69,2,NA,NA,0.31,229032.258064516,NA,NA,65.831,NA,63.078,36.922
1963,"BARBADOS",52,NA,50,2,NA,NA,0.22,236363.636363636,NA,NA,66.381,NA,63.005,36.995
1964,"BARBADOS",49,NA,48,2,NA,NA,0.21,233333.333333333,NA,NA,66.86,NA,62.932,37.068
1965,"BARBADOS",56,NA,54,2,NA,NA,0.24,233333.333333333,NA,NA,67.275,NA,62.859,37.141
1966,"BARBADOS",73,1,70,2,NA,NA,0.31,235483.870967742,NA,NA,67.628,NA,62.786,37.214
1967,"BARBADOS",92,1,90,2,NA,NA,0.39,235897.435897436,NA,NA,67.928,NA,62.713,37.287
1968,"BARBADOS",120,NA,119,2,NA,NA,0.51,235294.117647059,NA,NA,68.187,NA,62.64,37.36
1969,"BARBADOS",131,NA,130,2,NA,NA,0.55,238181.818181818,NA,NA,68.421,NA,62.567,37.433
1970,"BARBADOS",117,NA,116,2,NA,NA,0.49,238775.510204082,NA,NA,68.65,NA,62.45,37.55
1971,"BARBADOS",132,NA,131,2,NA,NA,0.55,240000,NA,NA,68.89,NA,62.191,37.809
1972,"BARBADOS",137,NA,136,1,NA,NA,0.57,240350.877192982,NA,NA,69.149,NA,61.93,38.07
1973,"BARBADOS",131,NA,129,2,NA,NA,0.54,242592.592592593,NA,NA,69.436,NA,61.669,38.331
1974,"BARBADOS",134,NA,133,1,NA,NA,0.55,243636.363636364,NA,NA,69.756,NA,61.408,38.592
1975,"BARBADOS",155,NA,154,1,NA,NA,0.63,246031.746031746,NA,NA,70.113,NA,61.145,38.855
1976,"BARBADOS",145,NA,142,2,NA,NA,0.59,245762.711864407,NA,NA,70.509,NA,60.882,39.118
1977,"BARBADOS",161,NA,158,2,NA,NA,0.65,247692.307692308,NA,NA,70.931,NA,60.619,39.381
1978,"BARBADOS",172,NA,167,5,NA,NA,0.69,249275.362318841,NA,NA,71.364,NA,60.354,39.646
1979,"BARBADOS",164,NA,157,6,NA,NA,0.66,248484.848484848,NA,NA,71.8,NA,60.09,39.91
1980,"BARBADOS",184,NA,177,7,NA,NA,0.74,248648.648648649,NA,NA,72.222,NA,59.898,40.102
1981,"BARBADOS",187,NA,183,4,NA,NA,0.75,249333.333333333,NA,NA,72.618,NA,60.172,39.828
1982,"BARBADOS",176,NA,172,5,NA,NA,0.7,251428.571428571,NA,NA,72.98,NA,60.446,39.554
1983,"BARBADOS",187,NA,182,6,NA,NA,0.74,252702.702702703,NA,NA,73.303,NA,60.72,39.28
1984,"BARBADOS",204,NA,173,10,20,NA,0.8,255000,NA,NA,73.585,NA,60.993,39.007
1985,"BARBADOS",231,NA,188,13,30,NA,0.91,253846.153846154,NA,NA,73.825,NA,61.264,38.736
1986,"BARBADOS",250,NA,209,14,27,NA,0.98,255102.040816327,NA,NA,74.029,NA,61.536,38.464
1987,"BARBADOS",257,NA,218,12,28,NA,1,257000,NA,NA,74.206,NA,61.806,38.194
1988,"BARBADOS",258,NA,219,14,25,NA,1,258000,NA,NA,74.372,NA,62.077,37.923
1989,"BARBADOS",270,NA,226,15,29,NA,1.04,259615.384615385,NA,NA,74.534,NA,62.346,37.654
1990,"BARBADOS",293,NA,251,15,27,NA,1.13,259292.03539823,NA,0.716,74.704,100,62.63,37.37
1991,"BARBADOS",329,NA,290,12,27,NA,1.26,261111.111111111,NA,0.718,74.892,NA,62.994,37.006
1992,"BARBADOS",267,NA,232,11,24,NA,1.02,261764.705882353,NA,0.718,75.101,NA,63.357,36.643
1993,"BARBADOS",304,NA,282,14,8,NA,1.16,262068.965517241,NA,0.721,75.332,NA,63.717,36.283
1994,"BARBADOS",204,NA,182,12,11,NA,0.78,261538.461538462,NA,0.727,75.583,NA,64.076,35.924
1995,"BARBADOS",226,NA,202,14,10,NA,0.86,262790.697674419,NA,0.731,75.852,100,64.434,35.566
1996,"BARBADOS",232,NA,202,15,15,NA,0.88,263636.363636364,NA,0.735,76.131,NA,64.79,35.21
1997,"BARBADOS",246,NA,209,12,24,NA,0.93,264516.129032258,NA,0.74,76.41,NA,65.144,34.856
1998,"BARBADOS",311,NA,257,19,35,NA,1.17,265811.965811966,NA,0.736,76.68,NA,65.497,34.503
1999,"BARBADOS",330,NA,271,25,34,NA,1.24,266129.032258065,NA,0.743,76.933,NA,65.848,34.152
2000,"BARBADOS",324,NA,268,20,36,NA,1.21,267768.595041322,100,0.752,77.162,100,66.173,33.827
2001,"BARBADOS",333,NA,282,17,34,NA,1.24,268548.387096774,100,0.751,77.362,NA,66.371,33.629
2002,"BARBADOS",335,NA,279,15,41,NA,1.25,268000,100,0.754,77.534,NA,66.569,33.431
2003,"BARBADOS",346,NA,290,13,44,NA,1.29,268217.054263566,100,0.759,77.682,NA,66.766,33.234
2004,"BARBADOS",353,NA,296,13,44,NA,1.31,269465.648854962,99.997,0.762,77.808,NA,66.963,33.037
2005,"BARBADOS",369,NA,309,14,46,NA,1.36,271323.529411765,99.978,0.767,77.915,100,67.159,32.841
2006,"BARBADOS",374,NA,314,14,46,NA,1.38,271014.492753623,100,0.772,78.009,NA,67.354,32.646
2007,"BARBADOS",372,NA,322,10,40,1,1.35,275555.555555556,100,0.777,78.097,NA,67.549,32.451
2008,"BARBADOS",442,NA,392,9,41,1,1.59,277987.421383648,100,0.781,78.184,NA,67.744,32.256
2009,"BARBADOS",441,NA,397,9,35,1,1.58,279113.924050633,100,0.783,78.272,NA,67.937,32.063
2010,"BARBADOS",403,NA,363,8,31,1,1.44,279861.111111111,100,0.782,78.364,100,68.13,31.87
2011,"BARBADOS",417,NA,378,9,30,1,1.49,279865.771812081,100,0.787,78.456,100,68.3,31.7
2012,"BARBADOS",401,NA,367,10,24,1,1.43,280419.58041958,100,0.795,78.547,100,68.447,31.553
2013,"BARBADOS",395,NA,360,12,22,1,1.4,282142.857142857,100,0.796,78.633,100,68.571,31.429
2014,"BARBADOS",347,NA,317,7,22,NA,1.22,284426.229508197,100,0.796,78.717,100,68.672,31.328
1992,"BELARUS",23839,2149,12122,9256,313,NA,2.31,10319913.4199134,100,NA,70.02195122,NA,33.234,66.766
1993,"BELARUS",20935,1865,10008,8804,258,NA,2.03,10312807.8817734,100,NA,68.97073171,NA,32.845,67.155
1994,"BELARUS",17741,1617,8320,7603,202,NA,1.72,10314534.8837209,100,NA,68.76829268,NA,32.459,67.541
1995,"BELARUS",16573,1448,7781,7177,168,NA,1.61,10293788.8198758,100,0.657,68.46097561,100,32.074,67.926
1996,"BELARUS",16407,1379,7264,7564,200,NA,1.6,10254375,100,0.661,68.51219512,NA,31.692,68.308
1997,"BELARUS",16241,1139,6242,8606,255,NA,1.59,10214465.408805,100,0.667,68.46097561,NA,31.313,68.687
1998,"BELARUS",15844,1108,6018,8441,277,NA,1.56,10156410.2564103,100,0.671,68.40731707,NA,30.936,69.064
1999,"BELARUS",15302,886,5404,8725,286,NA,1.51,10133774.8344371,100,0.676,67.90731707,NA,30.518,69.482
2000,"BELARUS",14668,958,4554,8906,251,NA,1.46,10046575.3424658,100,0.683,68.91219512,100,30.027,69.973
2001,"BELARUS",14388,807,4308,9027,245,NA,1.44,9991666.66666667,100,0.689,68.50731707,NA,29.542,70.458
2002,"BELARUS",14291,720,4086,9191,295,NA,1.43,9993706.29370629,100,0.696,68.05609756,NA,29.061,70.939
2003,"BELARUS",14598,709,3987,9566,336,NA,1.47,9930612.24489796,100,0.705,68.55365854,NA,28.585,71.415
2004,"BELARUS",15860,628,4486,10375,371,NA,1.61,9850931.67701863,100,0.715,68.95609756,NA,28.113,71.887
2005,"BELARUS",16135,620,4508,10582,426,NA,1.64,9838414.63414634,100,0.725,68.85121951,100,27.646,72.354
2006,"BELARUS",16927,627,5050,10775,475,NA,1.73,9784393.06358382,100,0.741,69.40487805,NA,27.184,72.816
2007,"BELARUS",16505,602,4545,10838,520,NA,1.72,9595930.23255814,100,0.757,70.20731707,NA,26.727,73.273
2008,"BELARUS",17209,555,5029,11051,574,NA,1.8,9560555.55555556,100,0.774,70.45609756,NA,26.274,73.726
2009,"BELARUS",16695,565,6361,9177,592,NA,1.76,9485795.45454546,100,0.784,70.40731707,NA,25.828,74.172
2010,"BELARUS",17192,620,4620,11336,616,NA,1.81,9498342.54143646,100,0.792,70.40487805,100,25.328,74.672
2011,"BELARUS",17470,632,5479,10733,626,NA,1.84,9494565.2173913,100,0.798,70.55365854,100,24.812,75.188
2012,"BELARUS",17241,803,5193,10579,667,NA,1.82,9473076.92307692,100,0.803,71.96585366,100,24.303,75.697
2013,"BELARUS",17390,858,5170,10675,688,NA,1.83,9502732.24043716,100,0.804,72.47073171,100,23.801,76.199
2014,"BELARUS",17316,888,5072,10592,764,NA,1.82,9514285.71428571,100,0.807,72.97073171,100,23.307,76.693
1802,"BELGIUM",1746,1746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1830,"BELGIUM",1691,1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1831,"BELGIUM",1218,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1832,"BELGIUM",1287,1287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1833,"BELGIUM",1246,1246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1834,"BELGIUM",1203,1203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1835,"BELGIUM",1299,1299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,"BELGIUM",1528,1528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1837,"BELGIUM",1637,1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1838,"BELGIUM",1671,1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1839,"BELGIUM",1831,1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1840,"BELGIUM",2109,2109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1841,"BELGIUM",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842,"BELGIUM",2096,2096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843,"BELGIUM",1941,1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1844,"BELGIUM",2129,2129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1845,"BELGIUM",2243,2243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,"BELGIUM",2447,2447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1847,"BELGIUM",2543,2543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1848,"BELGIUM",2261,2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,"BELGIUM",2384,2384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,"BELGIUM",2547,2547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1851,"BELGIUM",2775,2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1852,"BELGIUM",3114,3114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853,"BELGIUM",3217,3217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854,"BELGIUM",3564,3564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1855,"BELGIUM",3651,3651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,"BELGIUM",3606,3606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,"BELGIUM",3754,3754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1858,"BELGIUM",3944,3944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,"BELGIUM",4066,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860,"BELGIUM",4152,4152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861,"BELGIUM",4492,4492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862,"BELGIUM",4461,4461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863,"BELGIUM",4702,4702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,"BELGIUM",4935,4935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865,"BELGIUM",5202,5202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866,"BELGIUM",5603,5603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,"BELGIUM",6068,6068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,"BELGIUM",5486,5486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,"BELGIUM",5909,5909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870,"BELGIUM",6754,6754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,"BELGIUM",6473,6473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,"BELGIUM",6984,6984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,"BELGIUM",7671,7671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,"BELGIUM",7073,7073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"BELGIUM",7350,7350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,"BELGIUM",7183,7183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,"BELGIUM",6837,6837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,"BELGIUM",7434,7434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,"BELGIUM",7569,7569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"BELGIUM",8304,8304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,"BELGIUM",8360,8360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,"BELGIUM",8853,8853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,"BELGIUM",9384,9384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,"BELGIUM",9244,9244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,"BELGIUM",9029,9029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,"BELGIUM",8762,8762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,"BELGIUM",9271,9271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,"BELGIUM",9840,9840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,"BELGIUM",10053,10053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,"BELGIUM",10869,10869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,"BELGIUM",10311,10311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,"BELGIUM",10297,10297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,"BELGIUM",9846,9846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
